,O,D,flow,O_id,D_id
1595,3.6081E+11,3.6081E+11,657,4712,4712
1596,3.60811E+11,3.60811E+11,657,5703,5703
1597,3.60811E+11,3.60811E+11,657,5592,5592
1598,3.6085E+11,3.6085E+11,657,6408,6446
1599,3.60811E+11,3.60811E+11,657,5753,5753
1600,3.6047E+11,3.6047E+11,657,2395,2395
1601,3.60811E+11,3.60811E+11,656,5745,5745
1602,3.6081E+11,3.6081E+11,655,4758,4758
1603,3.60471E+11,3.60471E+11,655,2673,2673
1604,3.6061E+11,3.6061E+11,655,3461,3397
1605,3.6085E+11,3.6085E+11,655,6483,6483
1606,3.60811E+11,3.60811E+11,655,5696,5696
1607,3.6047E+11,3.6047E+11,654,2082,2082
1608,3.60811E+11,3.60811E+11,654,5924,5924
1609,3.60471E+11,3.60471E+11,653,3084,3084
1610,3.6061E+11,3.6061E+11,653,3614,3615
1611,3.6061E+11,3.6061E+11,652,3844,3844
1612,3.60812E+11,3.60812E+11,652,6195,6195
1613,3.6085E+11,3.6085E+11,652,6360,6360
1614,3.6005E+11,3.6005E+11,652,159,159
1615,3.60471E+11,3.60471E+11,652,2722,2722
1616,3.6047E+11,3.6047E+11,652,2390,2390
1617,3.6061E+11,3.6061E+11,652,3693,3744
1618,3.6061E+11,3.6061E+11,651,3893,3731
1619,3.6061E+11,3.6061E+11,651,3621,3620
1620,3.60811E+11,3.60811E+11,651,6177,6177
1621,3.6047E+11,3.6047E+11,650,1924,1924
1622,3.6005E+11,3.6005E+11,650,208,208
1623,3.60811E+11,3.60811E+11,650,5502,5502
1624,3.6081E+11,3.6081E+11,650,5065,5065
1625,3.6061E+11,3.6061E+11,650,3332,3331
1626,3.60811E+11,3.6081E+11,650,5779,5135
1627,3.6061E+11,3.6061E+11,650,3359,3358
1628,3.6081E+11,3.6081E+11,649,4690,4690
1629,3.60471E+11,3.60471E+11,649,2611,2611
1630,3.6061E+11,3.6061E+11,649,4311,4311
1631,3.6081E+11,3.6081E+11,649,4783,4783
1632,3.6047E+11,3.6047E+11,649,2049,2055
1633,3.6085E+11,3.6085E+11,649,6268,6268
1634,3.6061E+11,3.6061E+11,648,3860,3730
1635,3.60811E+11,3.60811E+11,648,6057,6057
1636,3.60471E+11,3.60471E+11,648,2774,2774
1637,3.6061E+11,3.6061E+11,648,3674,3696
1638,3.6005E+11,3.6005E+11,648,305,305
1639,3.6081E+11,3.6081E+11,647,4685,4685
1640,3.60471E+11,3.60471E+11,647,3111,3111
1641,3.6085E+11,3.6085E+11,647,6515,6515
1642,3.6081E+11,3.6081E+11,647,5135,5134
1643,3.6081E+11,3.6081E+11,647,5096,5096
1644,3.60471E+11,3.60471E+11,646,2832,2832
1645,3.60811E+11,3.60811E+11,646,5717,5717
1646,3.60812E+11,3.60812E+11,646,6221,6221
1647,3.6085E+11,3.6085E+11,646,6487,6488
1648,3.60811E+11,3.60811E+11,646,5954,5954
1649,3.6061E+11,3.6061E+11,645,3481,3480
1650,3.6005E+11,3.6005E+11,645,456,417
1651,3.60811E+11,3.60811E+11,644,6066,6066
1652,3.6061E+11,3.6061E+11,644,3689,3598
1653,3.60811E+11,3.60811E+11,643,5846,5846
1654,3.6061E+11,3.6061E+11,643,3495,3495
1655,3.60811E+11,3.60811E+11,643,5979,5979
1656,3.6081E+11,3.6081E+11,643,4490,4490
1657,3.6047E+11,3.6047E+11,642,1347,1347
1658,3.6085E+11,3.6085E+11,642,6304,6304
1659,3.6005E+11,3.6005E+11,642,935,935
1660,3.60811E+11,3.60811E+11,641,5868,5868
1661,3.60811E+11,3.60811E+11,641,5591,5591
1662,3.6061E+11,3.6061E+11,641,3407,3463
1663,3.6081E+11,3.6081E+11,641,4505,4505
1664,3.6081E+11,3.6081E+11,641,4602,4602
1665,3.6061E+11,3.6061E+11,640,3697,3731
1666,3.60811E+11,3.60811E+11,640,6022,6022
1667,3.6085E+11,3.6085E+11,640,6530,6530
1668,3.60471E+11,3.60471E+11,640,2869,2869
1669,3.6061E+11,3.6061E+11,640,3480,3481
1670,3.6085E+11,3.6085E+11,639,6491,6491
1671,3.60811E+11,3.60811E+11,639,5647,5647
1672,3.6047E+11,3.6047E+11,639,1835,1835
1673,3.6081E+11,3.6081E+11,638,5312,5312
1674,3.6061E+11,3.6061E+11,638,3615,3662
1675,3.6085E+11,3.6085E+11,638,6290,6290
1676,3.60811E+11,3.60811E+11,637,5371,5371
1677,3.6005E+11,3.6005E+11,637,119,88
1678,3.6047E+11,3.6047E+11,637,1794,1794
1679,3.60811E+11,3.60811E+11,637,6191,6191
1680,3.6081E+11,3.6081E+11,637,4681,4681
1681,3.60811E+11,3.60811E+11,637,6052,6052
1682,3.60811E+11,3.60811E+11,637,5894,5894
1683,3.60811E+11,3.60811E+11,637,6072,6072
1684,3.6085E+11,3.6085E+11,636,6408,6555
1685,3.60811E+11,3.60811E+11,636,5392,5392
1686,3.6047E+11,3.6047E+11,636,1456,1456
1687,3.6085E+11,3.6085E+11,636,6513,6513
1688,3.6061E+11,3.6061E+11,636,3419,3421
1689,3.6005E+11,3.6005E+11,636,139,139
1690,3.60811E+11,3.60811E+11,635,6018,6018
1691,3.60811E+11,3.60811E+11,635,5820,5820
1692,3.6061E+11,3.6061E+11,635,3720,3739
1693,3.6061E+11,3.6061E+11,635,3409,3409
1694,3.6005E+11,3.6005E+11,635,470,470
1695,3.6081E+11,3.6081E+11,635,5292,5292
1696,3.6081E+11,3.6081E+11,635,5238,5238
1697,3.6061E+11,3.6061E+11,634,3620,3755
1698,3.6081E+11,3.6081E+11,634,4543,4543
1699,3.6085E+11,3.6085E+11,633,6591,6591
1700,3.60811E+11,3.60811E+11,633,5499,5499
1701,3.6047E+11,3.6047E+11,633,1904,1904
1702,3.6061E+11,3.6061E+11,632,3442,3442
1703,3.6061E+11,3.6061E+11,632,3699,3696
1704,3.6085E+11,3.6085E+11,632,6518,6523
1705,3.6085E+11,3.6085E+11,632,6288,6288
1706,3.60811E+11,3.60811E+11,631,5963,5963
1707,3.6005E+11,3.6005E+11,631,699,699
1708,3.6085E+11,3.6085E+11,631,6339,6339
1709,3.60471E+11,3.60471E+11,631,3164,3164
1710,3.6061E+11,3.6061E+11,631,3359,3326
1711,3.6081E+11,3.6081E+11,630,4973,4973
1712,3.6061E+11,3.6061E+11,630,3698,3731
1713,3.6047E+11,3.6047E+11,630,1282,1282
1714,3.60811E+11,3.60811E+11,630,5829,5831
1715,3.60811E+11,3.60811E+11,629,5908,5906
1716,3.6047E+11,3.6047E+11,629,2213,2213
1717,3.6081E+11,3.6081E+11,629,4904,4904
1718,3.6047E+11,3.6047E+11,629,2298,2298
1719,3.60471E+11,3.60471E+11,629,2582,2582
1720,3.6061E+11,3.6061E+11,629,4162,4162
1721,3.6081E+11,3.6081E+11,628,5199,5199
1722,3.60471E+11,3.60471E+11,628,2721,2721
1723,3.6061E+11,3.6061E+11,627,3488,3451
1724,3.6047E+11,3.6047E+11,627,2129,2129
1725,3.60812E+11,3.60812E+11,627,6206,6206
1726,3.6081E+11,3.6081E+11,627,4545,4545
1727,3.60811E+11,3.60811E+11,627,6071,6071
1728,3.6005E+11,3.6005E+11,627,330,330
1729,3.6047E+11,3.6047E+11,627,2361,2361
1730,3.60811E+11,3.60811E+11,626,5553,5553
1731,3.6081E+11,3.6081E+11,626,5277,5277
1732,3.6047E+11,3.6047E+11,626,2196,2196
1733,3.6061E+11,3.6061E+11,626,3618,3619
1734,3.6061E+11,3.6061E+11,626,3736,3893
1735,3.6061E+11,3.6061E+11,625,4267,4268
1736,3.6061E+11,3.6061E+11,625,3326,3331
1737,3.60811E+11,3.60811E+11,625,5807,5808
1738,3.6005E+11,3.6005E+11,625,77,77
1739,3.6081E+11,3.6081E+11,625,5112,5112
1740,3.6047E+11,3.6047E+11,624,1977,1977
1741,3.6061E+11,3.6061E+11,624,3342,3387
1742,3.6047E+11,3.6047E+11,624,2032,1933
1743,3.6061E+11,3.6061E+11,624,3386,3387
1744,3.60811E+11,3.60811E+11,624,5805,5810
1745,3.60471E+11,3.60471E+11,624,2780,2780
1746,3.6085E+11,3.6085E+11,624,6510,6510
1747,3.6047E+11,3.6047E+11,624,1900,1900
1748,3.60471E+11,3.60471E+11,623,2489,2489
1749,3.6081E+11,3.6081E+11,623,4871,4741
1750,3.60471E+11,3.60471E+11,622,2924,2924
1751,3.6081E+11,3.6081E+11,622,4495,4495
1752,3.60811E+11,3.60811E+11,622,5314,5314
1753,3.6047E+11,3.6047E+11,621,1884,1884
1754,3.6047E+11,3.6047E+11,621,2134,2134
1755,3.6085E+11,3.6085E+11,621,6523,6518
1756,3.60811E+11,3.60811E+11,621,5461,5461
1757,3.6061E+11,3.6061E+11,621,3619,3688
1758,3.60811E+11,3.60811E+11,621,5653,5653
1759,3.6081E+11,3.6081E+11,621,5073,5097
1760,3.6047E+11,3.6047E+11,620,1254,1254
1761,3.6081E+11,3.6081E+11,620,4995,4995
1762,3.6005E+11,3.6005E+11,620,521,521
1763,3.6061E+11,3.6061E+11,620,3732,3718
1764,3.60811E+11,3.60811E+11,620,5819,5819
1765,3.60471E+11,3.60471E+11,620,3117,3117
1766,3.6061E+11,3.6061E+11,620,3654,3654
1767,3.6061E+11,3.6061E+11,619,3727,3728
1768,3.60471E+11,3.60471E+11,619,3074,3074
1769,3.6047E+11,3.6047E+11,619,2059,2059
1770,3.6005E+11,3.6005E+11,619,109,109
1771,3.6061E+11,3.6061E+11,618,4479,4482
1772,3.60811E+11,3.60811E+11,618,5835,5885
1773,3.6047E+11,3.6047E+11,618,2041,2041
1774,3.6085E+11,3.6085E+11,618,6466,6466
1775,3.6047E+11,3.6047E+11,618,1906,1906
1776,3.6081E+11,3.6081E+11,618,5213,5213
1777,3.60471E+11,3.60471E+11,617,2424,2424
1778,3.60811E+11,3.60811E+11,617,6104,6104
1779,3.6061E+11,3.6061E+11,617,3699,3728
1780,3.6061E+11,3.6061E+11,617,3761,3734
1781,3.6061E+11,3.6061E+11,617,3908,3893
1782,3.60811E+11,3.60811E+11,617,5812,5811
1783,3.6047E+11,3.6047E+11,617,1345,1345
1784,3.6081E+11,3.6081E+11,617,5045,5045
1785,3.6047E+11,3.6047E+11,617,1311,1311
1786,3.6005E+11,3.6005E+11,616,715,715
1787,3.6085E+11,3.6085E+11,616,6505,6523
1788,3.6047E+11,3.6047E+11,616,1902,1902
1789,3.6061E+11,3.6061E+11,616,4344,4344
1790,3.6061E+11,3.6061E+11,615,3391,3391
1791,3.6047E+11,3.6047E+11,615,1972,1972
1792,3.6081E+11,3.6081E+11,615,5311,5311
1793,3.6085E+11,3.6085E+11,615,6297,6297
1794,3.60812E+11,3.60812E+11,615,6248,6248
1795,3.6081E+11,3.6081E+11,614,5210,5210
1796,3.6047E+11,3.6047E+11,614,1313,1313
1797,3.60811E+11,3.60811E+11,614,6043,6043
1798,3.6061E+11,3.6061E+11,614,3354,3354
1799,3.6047E+11,3.6047E+11,614,1858,1858
1800,3.60812E+11,3.60812E+11,614,6235,6235
1801,3.6047E+11,3.6047E+11,613,1579,1579
1802,3.6047E+11,3.6047E+11,613,1182,1182
1803,3.6085E+11,3.6085E+11,613,6544,6539
1804,3.60471E+11,3.60471E+11,613,3069,3069
1805,3.60471E+11,3.60471E+11,612,2688,2688
1806,3.6081E+11,3.6081E+11,612,5278,5278
1807,3.60471E+11,3.60471E+11,612,3099,3099
1808,3.6005E+11,3.6005E+11,612,470,486
1809,3.6047E+11,3.6047E+11,611,1905,1905
1810,3.6061E+11,3.6061E+11,611,3490,3489
1811,3.6081E+11,3.6081E+11,611,4734,4734
1812,3.6061E+11,3.6061E+11,611,3690,3688
1813,3.6005E+11,3.6005E+11,611,235,235
1814,3.6085E+11,3.6085E+11,611,6330,6330
1815,3.6061E+11,3.6061E+11,610,3675,3779
1816,3.6061E+11,3.6061E+11,610,3688,3690
1817,3.6047E+11,3.6047E+11,610,1591,1591
1818,3.6085E+11,3.6085E+11,609,6409,6408
1819,3.6061E+11,3.6061E+11,608,3387,3342
1820,3.60812E+11,3.60812E+11,608,6244,6244
1821,3.6047E+11,3.6047E+11,608,1536,1536
1822,3.6061E+11,3.6061E+11,607,4351,4189
1823,3.6085E+11,3.6085E+11,607,6555,6557
1824,3.60811E+11,3.60811E+11,607,5852,5852
1825,3.6081E+11,3.6081E+11,607,4605,4605
1826,3.6061E+11,3.6061E+11,607,3750,3750
1827,3.6061E+11,3.6061E+11,607,3739,3720
1828,3.6081E+11,3.6081E+11,607,5297,5297
1829,3.6061E+11,3.6061E+11,607,3489,3490
1830,3.60811E+11,3.60811E+11,607,5930,5930
1831,3.6061E+11,3.6061E+11,606,3720,3755
1832,3.6047E+11,3.6047E+11,606,2276,2276
1833,3.6081E+11,3.6081E+11,606,4806,4806
1834,3.6047E+11,3.6047E+11,606,1587,1587
1835,3.60471E+11,3.60471E+11,606,2687,2686
1836,3.6005E+11,3.6005E+11,606,596,596
1837,3.6061E+11,3.6061E+11,606,3321,3319
1838,3.60811E+11,3.60811E+11,606,5498,5498
1839,3.60811E+11,3.60811E+11,605,5957,5957
1840,3.6005E+11,3.6005E+11,605,713,714
1841,3.6081E+11,3.6081E+11,605,4932,4932
1842,3.6061E+11,3.6061E+11,605,4219,4219
1843,3.6047E+11,3.6047E+11,605,2243,2243
1844,3.60811E+11,3.60811E+11,605,5824,5824
1845,3.6005E+11,3.6005E+11,605,318,273
1846,3.6047E+11,3.6047E+11,605,2077,2077
1847,3.60811E+11,3.60811E+11,604,5500,5500
1848,3.6005E+11,3.6005E+11,604,618,618
1849,3.6061E+11,3.6061E+11,604,4209,4209
1850,3.6061E+11,3.6061E+11,604,3576,3576
1851,3.6085E+11,3.6085E+11,604,6289,6289
1852,3.6085E+11,3.6085E+11,604,6378,6378
1853,3.6085E+11,3.6085E+11,604,6523,6520
1854,3.60471E+11,3.60471E+11,604,2642,2642
1855,3.60471E+11,3.60471E+11,604,3154,3154
1856,3.6061E+11,3.6061E+11,603,4330,4330
1857,3.60811E+11,3.60811E+11,603,5612,5612
1858,3.60471E+11,3.60471E+11,603,3115,3115
1859,3.60811E+11,3.60811E+11,603,5926,5926
1860,3.6061E+11,3.6061E+11,603,3337,3337
1861,3.60471E+11,3.60471E+11,601,2447,2447
1862,3.6061E+11,3.6061E+11,601,3326,3398
1863,3.6085E+11,3.6085E+11,601,6437,6436
1864,3.6005E+11,3.6005E+11,601,63,63
1865,3.60811E+11,3.60811E+11,601,5867,5870
1866,3.6085E+11,3.6085E+11,601,6344,6357
1867,3.6005E+11,3.6005E+11,601,277,277
1868,3.6005E+11,3.6005E+11,600,881,881
1869,3.60811E+11,3.60811E+11,600,5969,5969
1870,3.6061E+11,3.6061E+11,600,3351,3353
1871,3.6081E+11,3.6081E+11,600,4659,4659
1872,3.60811E+11,3.60811E+11,600,6028,6028
1873,3.6081E+11,3.6081E+11,600,5180,5180
1874,3.6005E+11,3.6005E+11,600,373,373
1875,3.6047E+11,3.6047E+11,599,1416,1416
1876,3.6081E+11,3.6081E+11,599,4841,4841
1877,3.60471E+11,3.60471E+11,599,2537,2537
1878,3.60812E+11,3.60812E+11,599,6208,6208
1879,3.6061E+11,3.6061E+11,598,4274,4274
1880,3.6081E+11,3.6081E+11,598,5151,5151
1881,3.6081E+11,3.6081E+11,598,5195,5195
1882,3.60811E+11,3.60811E+11,597,5346,5346
1883,3.6061E+11,3.6061E+11,597,4379,4401
1884,3.6081E+11,3.6081E+11,596,4738,4738
1885,3.6047E+11,3.6047E+11,596,1974,1974
1886,3.6047E+11,3.6047E+11,596,2327,2327
1887,3.6085E+11,3.6085E+11,595,6587,6587
1888,3.6061E+11,3.6061E+11,595,3622,3622
1889,3.6061E+11,3.6061E+11,594,3839,3839
1890,3.60811E+11,3.60811E+11,594,5812,5827
1891,3.6005E+11,3.6005E+11,594,758,758
1892,3.6061E+11,3.6061E+11,593,4379,4371
1893,3.60811E+11,3.60811E+11,593,5565,5565
1894,3.6081E+11,3.6081E+11,593,4927,4927
1895,3.60811E+11,3.60811E+11,593,6091,6091
1896,3.6047E+11,3.6047E+11,592,1465,1465
1897,3.6085E+11,3.6085E+11,592,6563,6563
1898,3.60811E+11,3.60811E+11,592,5329,5329
1899,3.6005E+11,3.6005E+11,591,685,713
1900,3.60811E+11,3.60811E+11,591,5875,5875
1901,3.6061E+11,3.6061E+11,591,4025,4025
1902,3.60811E+11,3.60811E+11,591,5913,5913
1903,3.6047E+11,3.6047E+11,591,1410,1423
1904,3.6061E+11,3.6061E+11,591,3490,3496
1905,3.6061E+11,3.6061E+11,590,3357,3398
1906,3.6081E+11,3.6081E+11,590,5284,5284
1907,3.6081E+11,3.6081E+11,590,5096,5073
1908,3.6047E+11,3.6047E+11,590,1630,1630
1909,3.60811E+11,3.60811E+11,590,5590,5590
1910,3.6061E+11,3.6061E+11,590,4402,4402
1911,3.6061E+11,3.6061E+11,589,3614,3614
1912,3.6061E+11,3.6061E+11,589,3701,3861
1913,3.6081E+11,3.6081E+11,589,4763,4763
1914,3.6061E+11,3.6061E+11,589,3662,3675
1915,3.6081E+11,3.6081E+11,588,5056,5056
1916,3.6047E+11,3.6047E+11,588,2195,2195
1917,3.6081E+11,3.6081E+11,588,4518,4518
1918,3.60811E+11,3.60811E+11,588,5768,5768
1919,3.6047E+11,3.6047E+11,588,2161,2161
1920,3.60471E+11,3.60471E+11,587,2557,2557
1921,3.6085E+11,3.6085E+11,587,6571,6570
1922,3.6081E+11,3.6081E+11,587,4707,4707
1923,3.6085E+11,3.6085E+11,587,6332,6332
1924,3.60471E+11,3.60471E+11,587,3033,3033
1925,3.6061E+11,3.6061E+11,587,3488,3471
1926,3.6061E+11,3.6061E+11,587,3431,3431
1927,3.6061E+11,3.6061E+11,586,3602,3636
1928,3.6047E+11,3.6047E+11,586,2021,2021
1929,3.6081E+11,3.6081E+11,586,5080,5080
1930,3.60811E+11,3.60811E+11,586,5964,5964
1931,3.60471E+11,3.60471E+11,586,3148,3148
1932,3.6085E+11,3.6085E+11,586,6354,6354
1933,3.6005E+11,3.6005E+11,585,948,329
1934,3.6005E+11,3.6005E+11,585,1064,1064
1935,3.6047E+11,3.6047E+11,585,1445,1445
1936,3.60471E+11,3.60471E+11,584,2604,2604
1937,3.60811E+11,3.60811E+11,584,6017,6017
1938,3.60471E+11,3.60471E+11,584,3144,3144
1939,3.6085E+11,3.6085E+11,584,6282,6282
1940,3.6081E+11,3.6081E+11,584,5237,5237
1941,3.60471E+11,3.60471E+11,583,2984,2984
1942,3.6061E+11,3.6061E+11,583,3508,3509
1943,3.6005E+11,3.6005E+11,583,561,561
1944,3.60811E+11,3.60811E+11,583,5334,5334
1945,3.60471E+11,3.60471E+11,583,2448,2448
1946,3.6061E+11,3.6061E+11,582,3342,3351
1947,3.60811E+11,3.60811E+11,582,5905,5905
1948,3.6081E+11,3.6081E+11,582,5108,5108
1949,3.6005E+11,3.6005E+11,581,255,255
1950,3.6047E+11,3.6047E+11,581,1555,1555
1951,3.6061E+11,3.6061E+11,581,3893,3736
1952,3.60811E+11,3.60811E+11,580,5439,5439
1953,3.60811E+11,3.6081E+11,580,5645,5057
1954,3.6085E+11,3.6085E+11,580,6424,6424
1955,3.6047E+11,3.6047E+11,579,1328,1291
1956,3.6005E+11,3.6005E+11,579,714,713
1957,3.6047E+11,3.6047E+11,579,1444,1444
1958,3.6061E+11,3.6061E+11,579,3734,3779
1959,3.6005E+11,3.6005E+11,579,328,328
1960,3.6061E+11,3.6061E+11,579,3624,3624
1961,3.60471E+11,3.60471E+11,578,3070,3070
1962,3.6061E+11,3.6061E+11,578,4189,4351
1963,3.6061E+11,3.6061E+11,577,3694,3662
1964,3.6047E+11,3.6047E+11,576,1897,1897
1965,3.6085E+11,3.6085E+11,576,6521,6499
1966,3.6085E+11,3.6085E+11,576,6592,6570
1967,3.6081E+11,3.6081E+11,576,4679,4679
1968,3.6081E+11,3.6081E+11,576,4837,4837
1969,3.60811E+11,3.60811E+11,576,5607,5607
1970,3.6061E+11,3.6061E+11,576,4031,4031
1971,3.6061E+11,3.6061E+11,575,4192,4189
1972,3.6061E+11,3.6061E+11,575,4181,4181
1973,3.6061E+11,3.6061E+11,575,3813,3864
1974,3.60811E+11,3.60811E+11,575,6068,6068
1975,3.60471E+11,3.60471E+11,574,3139,3139
1976,3.6061E+11,3.6061E+11,574,3342,3441
1977,3.6085E+11,3.6085E+11,574,6388,6364
1978,3.6061E+11,3.6061E+11,574,3353,3348
1979,3.6061E+11,3.6061E+11,574,3349,3349
1980,3.6061E+11,3.6061E+11,574,3671,3615
1981,3.6061E+11,3.6061E+11,574,3728,3729
1982,3.60471E+11,3.60471E+11,574,2638,2638
1983,3.6005E+11,3.6005E+11,574,278,278
1984,3.60811E+11,3.60811E+11,573,5870,5867
1985,3.60471E+11,3.60471E+11,573,2894,2894
1986,3.6081E+11,3.6081E+11,573,4650,4650
1987,3.6081E+11,3.6081E+11,573,4760,4760
1988,3.6085E+11,3.6085E+11,573,6357,6358
1989,3.6047E+11,3.6047E+11,572,1634,1634
1990,3.6005E+11,3.6005E+11,572,595,595
1991,3.6061E+11,3.6061E+11,572,3658,3496
1992,3.6081E+11,3.6081E+11,572,4657,4657
1993,3.60812E+11,3.60812E+11,572,6246,6246
1994,3.60471E+11,3.60471E+11,572,2651,2651
1995,3.6085E+11,3.6085E+11,572,6301,6301
1996,3.6061E+11,3.6061E+11,572,4401,4402
1997,3.60811E+11,3.60811E+11,572,5976,5885
1998,3.6061E+11,3.6061E+11,571,3615,3614
1999,3.6005E+11,3.6005E+11,571,64,77
2000,3.60811E+11,3.6081E+11,571,5810,5135
2001,3.6081E+11,3.6081E+11,571,4834,4834
2002,3.60812E+11,3.60812E+11,571,6218,6218
2003,3.6047E+11,3.6047E+11,571,2032,2040
2004,3.60811E+11,3.60811E+11,570,5977,5977
2005,3.6081E+11,3.6081E+11,570,4769,4769
2006,3.6085E+11,3.6085E+11,570,6401,6426
2007,3.6085E+11,3.6085E+11,570,6430,6430
2008,3.60811E+11,3.60811E+11,569,5885,5976
2009,3.6005E+11,3.6005E+11,569,96,96
2010,3.6047E+11,3.6047E+11,569,2044,2051
2011,3.6061E+11,3.6061E+11,569,4484,3311
2012,3.6061E+11,3.6061E+11,569,3602,3661
2013,3.6047E+11,3.6047E+11,568,2214,2214
2014,3.6081E+11,3.6081E+11,568,4579,4579
2015,3.6047E+11,3.6047E+11,568,2333,2333
2016,3.6061E+11,3.6061E+11,568,3334,3334
2017,3.60471E+11,3.60471E+11,568,3176,3250
2018,3.6085E+11,3.6085E+11,568,6576,6570
2019,3.60471E+11,3.60471E+11,568,2574,2578
2020,3.6061E+11,3.6061E+11,568,3663,3663
2021,3.6081E+11,3.6081E+11,567,4914,4914
2022,3.6061E+11,3.6061E+11,567,4323,4323
2023,3.60811E+11,3.60811E+11,567,5417,5417
2024,3.6081E+11,3.6081E+11,567,5026,5026
2025,3.60471E+11,3.60471E+11,566,2498,2498
2026,3.60811E+11,3.60811E+11,566,5359,5359
2027,3.60811E+11,3.60811E+11,566,5629,5666
2028,3.6047E+11,3.6047E+11,566,1236,1236
2029,3.60811E+11,3.60811E+11,566,6145,6145
2030,3.6061E+11,3.6061E+11,566,3779,3782
2031,3.60812E+11,3.60812E+11,566,6220,6220
2032,3.6061E+11,3.6061E+11,566,4278,4278
2033,3.6085E+11,3.6085E+11,566,6520,6523
2034,3.6081E+11,3.6081E+11,566,4580,4580
2035,3.6047E+11,3.6047E+11,565,1865,1865
2036,3.60811E+11,3.60811E+11,565,5350,5350
2037,3.60811E+11,3.60811E+11,565,6152,6152
2038,3.60471E+11,3.60471E+11,565,2644,2644
2039,3.6061E+11,3.6061E+11,565,3326,3359
2040,3.60811E+11,3.60811E+11,565,5821,5821
2041,3.6061E+11,3.6061E+11,565,3779,3734
2042,3.60812E+11,3.60812E+11,564,6236,6236
2043,3.6085E+11,3.6085E+11,564,6401,6445
2044,3.6081E+11,3.6081E+11,564,4835,4835
2045,3.6061E+11,3.6061E+11,563,3814,3780
2046,3.6061E+11,3.6061E+11,563,4484,4486
2047,3.6081E+11,3.6081E+11,563,4862,4863
2048,3.6081E+11,3.6081E+11,563,4929,4929
2049,3.6081E+11,3.6081E+11,563,4759,4759
2050,3.6047E+11,3.6047E+11,563,2380,2380
2051,3.6005E+11,3.6005E+11,563,624,624
2052,3.6061E+11,3.6061E+11,562,3490,3479
2053,3.6047E+11,3.6047E+11,562,1765,1765
2054,3.6005E+11,3.6005E+11,562,314,314
2055,3.6061E+11,3.6061E+11,562,3693,3728
2056,3.6061E+11,3.6061E+11,562,3619,3618
2057,3.6005E+11,3.6005E+11,562,1075,1075
2058,3.60811E+11,3.60811E+11,562,5489,5489
2059,3.6005E+11,3.6005E+11,561,1136,1134
2060,3.6061E+11,3.6061E+11,561,3731,3701
2061,3.60811E+11,3.60811E+11,561,6083,6083
2062,3.6047E+11,3.6047E+11,561,1514,1514
2063,3.6061E+11,3.6061E+11,560,3461,3444
2064,3.60811E+11,3.60811E+11,560,6175,6175
2065,3.60811E+11,3.60811E+11,560,5323,5323
2066,3.6005E+11,3.6005E+11,560,1059,1059
2067,3.6081E+11,3.6081E+11,560,4638,4638
2068,3.6005E+11,3.6005E+11,560,969,969
2069,3.6081E+11,3.6081E+11,560,4515,4515
2070,3.6081E+11,3.6081E+11,560,5241,5241
2071,3.6047E+11,3.6047E+11,559,2156,2156
2072,3.6081E+11,3.6081E+11,559,4888,4888
2073,3.6061E+11,3.6061E+11,559,3893,3769
2074,3.60811E+11,3.60811E+11,559,5911,5911
2075,3.6047E+11,3.6047E+11,559,1186,1184
2076,3.6061E+11,3.6061E+11,558,3734,3584
2077,3.6047E+11,3.6047E+11,558,1457,1457
2078,3.6061E+11,3.6061E+11,558,4390,4395
2079,3.6047E+11,3.6047E+11,558,2067,2067
2080,3.6047E+11,3.6047E+11,557,2055,2049
2081,3.6047E+11,3.6047E+11,557,1181,1182
2082,3.60811E+11,3.60811E+11,557,5831,5829
2083,3.6005E+11,3.6005E+11,557,685,408
2084,3.6081E+11,3.6081E+11,557,4584,4584
2085,3.60811E+11,3.60811E+11,556,5738,5738
2086,3.60811E+11,3.60811E+11,556,5620,5620
2087,3.6047E+11,3.6047E+11,556,1611,1611
2088,3.60811E+11,3.60811E+11,556,6151,6151
2089,3.6085E+11,3.6085E+11,556,6589,6589
2090,3.6081E+11,3.6081E+11,556,5243,5243
2091,3.6005E+11,3.6005E+11,555,298,298
2092,3.6005E+11,3.6005E+11,555,11,11
2093,3.6047E+11,3.6047E+11,555,2254,2254
2094,3.6085E+11,3.6085E+11,555,6389,6364
2095,3.6081E+11,3.6081E+11,555,4928,4928
2096,3.6047E+11,3.6047E+11,555,2160,2160
2097,3.6085E+11,3.6085E+11,555,6528,6528
2098,3.60471E+11,3.60471E+11,554,3094,3094
2099,3.6081E+11,3.6081E+11,554,4540,4542
2100,3.6085E+11,3.6085E+11,554,6543,6534
2101,3.60471E+11,3.60471E+11,554,3097,3097
2102,3.60811E+11,3.60811E+11,554,5636,5636
2103,3.6061E+11,3.6061E+11,554,3696,3621
2104,3.6005E+11,3.6005E+11,554,219,219
2105,3.6081E+11,3.6081E+11,554,4858,4874
2106,3.6061E+11,3.6061E+11,554,3859,3893
2107,3.60811E+11,3.60811E+11,554,5961,5961
2108,3.6081E+11,3.6081E+11,554,5047,5047
2109,3.60812E+11,3.60812E+11,552,6224,6224
2110,3.6081E+11,3.6081E+11,552,4771,4771
2111,3.6081E+11,3.6081E+11,552,4559,4559
2112,3.6047E+11,3.6047E+11,552,1450,1450
2113,3.6005E+11,3.6005E+11,551,632,632
2114,3.60051E+11,3.60051E+11,551,1157,1157
2115,3.6047E+11,3.6047E+11,551,1308,1308
